Delivery_person_Age,Delivery_person_Ratings,Vehicle_condition,multiple_deliveries,Time_taken(min),DeliveryDistance,OrderTime,Weatherconditions_Fog,Weatherconditions_Sandstorms,Weatherconditions_Stormy,Weatherconditions_Sunny,Weatherconditions_Windy,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_scooter,City_Urban,Order_Day_Monday,Order_Day_Saturday,Order_Day_Sunday,Order_Day_Thursday,Order_Day_Tuesday,Order_Day_Wednesday,TypeOfMeal_Dinner,TypeOfMeal_Launch
28.0,4.8,0.0,1.0,15.0,3.0644047273695776,11,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
36.0,4.9,2.0,0.0,28.0,1.492347495243405,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22.0,4.9,1.0,1.0,28.0,10.906432552887429,19,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
28.0,4.7,0.0,1.0,28.0,12.435842440173552,18,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
35.0,4.8,0.0,2.0,43.0,10.924344981907934,19,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
37.0,4.7,1.0,1.0,29.0,10.867258681531938,18,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0
39.0,4.7,0.0,1.0,27.0,3.04066679807693,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
38.0,4.1,2.0,1.0,36.0,20.178100872930703,18,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
32.0,4.1,0.0,1.0,34.0,12.2932079258689,18,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
33.0,4.9,1.0,1.0,15.0,1.509384493145742,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.0,5.0,0.0,1.0,25.0,17.078934089495423,19,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
23.0,5.0,1.0,0.0,30.0,10.923515441756614,19,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
35.0,4.9,2.0,1.0,25.0,7.763504337468698,20,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
34.0,4.8,0.0,1.0,34.0,1.5725337292863206,11,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
35.0,4.6,0.0,1.0,26.0,4.579067429409246,19,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
26.0,4.8,1.0,1.0,33.0,9.34840352266177,21,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
28.0,4.7,2.0,1.0,20.0,3.121091539471419,12,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
32.0,4.8,0.0,1.0,52.0,16.851359915660815,21,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
38.0,4.8,1.0,0.0,20.0,12.58026782240096,22,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
25.0,4.3,0.0,1.0,27.0,8.938177476638094,23,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
36.0,4.8,2.0,1.0,28.0,3.064627592336894,9,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
25.0,4.6,1.0,0.0,14.0,4.469312021755073,22,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
22.0,4.7,1.0,0.0,16.0,9.326359385740089,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25.0,4.7,2.0,0.0,24.0,9.121036990826411,18,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
33.0,4.8,2.0,1.0,15.0,3.025377321544568,8,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
25.0,4.9,2.0,1.0,31.0,12.108706523152064,22,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
24.0,4.8,0.0,1.0,38.0,16.83091454995539,18,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
35.0,4.8,0.0,1.0,21.0,4.65759746927107,22,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
36.0,4.7,0.0,1.0,24.0,13.788947117365018,23,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
34.0,4.7,2.0,1.0,25.0,13.611544388190245,22,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
24.0,4.8,2.0,1.0,23.0,9.314965469326962,22,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
20.0,4.8,2.0,1.0,14.0,6.232241741133021,16,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
21.0,4.7,1.0,0.0,13.0,9.349055143285232,22,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39.0,5.0,1.0,0.0,28.0,10.58695309692167,18,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
29.0,4.4,0.0,1.0,39.0,19.91529866449363,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20.0,4.9,1.0,1.0,11.0,6.210106489027679,16,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
39.0,4.4,1.0,1.0,36.0,7.4502858459465395,21,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
33.0,4.9,2.0,0.0,15.0,6.242318682700942,16,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
39.0,4.8,1.0,1.0,17.0,1.5725337292863206,10,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
30.0,3.9,1.0,1.0,35.0,10.416963824321542,19,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
30.0,4.7,1.0,1.0,25.0,6.210030477134693,15,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31.0,5.0,1.0,0.0,22.0,3.040894085204392,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25.0,5.0,0.0,1.0,24.0,16.849939918016943,23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
24.0,4.0,0.0,1.0,33.0,7.645374027054474,20,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
34.0,4.6,2.0,0.0,21.0,3.025153366886616,8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31.0,4.9,0.0,1.0,30.0,9.182882169249904,22,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
20.0,4.7,1.0,1.0,29.0,20.206315811339,23,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
25.0,5.0,1.0,0.0,17.0,5.958963420480979,15,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
27.0,4.8,1.0,1.0,12.0,7.659687719504771,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
25.0,4.6,2.0,1.0,41.0,13.787803344502166,22,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
29.0,4.5,0.0,3.0,47.0,10.90637937446933,22,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
27.0,4.8,2.0,0.0,27.0,12.463970105024178,21,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21.0,4.9,1.0,1.0,19.0,10.865464603780303,23,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
22.0,5.0,0.0,0.0,24.0,7.546888128063275,22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
21.0,4.8,2.0,1.0,20.0,9.2203168221807,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
25.0,4.9,0.0,1.0,24.0,4.663456229762273,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23.0,4.4,0.0,1.0,20.0,3.1088209178697257,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34.0,4.8,1.0,0.0,16.0,4.537989684962777,20,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
39.0,5.0,0.0,1.0,35.0,10.881197531247286,17,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
25.0,4.9,2.0,1.0,37.0,17.077471212874364,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
23.0,4.8,2.0,1.0,14.0,1.5323511358883408,11,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30.0,4.7,1.0,1.0,20.0,1.5125654463649516,11,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.0,4.8,1.0,1.0,33.0,3.1047859175292585,11,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
25.0,4.9,1.0,0.0,23.0,3.1053555451187216,11,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
21.0,4.6,0.0,1.0,26.0,16.411957167578482,19,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
36.0,4.2,2.0,1.0,41.0,12.080081518351337,19,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
21.0,5.0,2.0,1.0,24.0,12.29350267444076,23,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0
27.0,2.8,2.0,1.0,34.0,12.25604631596572,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
32.0,4.9,2.0,1.0,31.0,5.962202685728364,12,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
22.0,4.8,1.0,1.0,33.0,16.659890497111576,17,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
36.0,4.3,1.0,1.0,37.0,13.830756172608172,17,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
22.0,4.6,0.0,1.0,29.0,3.105133735234596,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
39.0,4.6,2.0,1.0,32.0,23.21216857356719,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
36.0,4.7,0.0,1.0,26.0,13.612154686696034,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
31.0,4.8,1.0,1.0,26.0,20.851726357533597,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
39.0,4.2,1.0,1.0,36.0,11.719801790134351,19,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
20.0,4.6,0.0,1.0,16.0,3.1089837875131368,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
34.0,4.8,2.0,0.0,11.0,1.5367312329657885,10,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
39.0,4.6,0.0,0.0,29.0,6.128899374763674,13,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
28.0,4.6,1.0,0.0,18.0,10.427667505405765,23,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0
21.0,4.7,0.0,0.0,23.0,3.1053645449071565,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
38.0,4.6,1.0,1.0,27.0,6.05882516928704,12,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
35.0,3.6,2.0,1.0,35.0,17.13787992418603,19,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32.0,4.9,0.0,0.0,41.0,20.18125982649396,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
27.0,4.7,0.0,1.0,28.0,1.5581322655562495,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
34.0,3.4,0.0,1.0,32.0,17.099225478911954,23,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39.0,4.8,2.0,1.0,27.0,14.15280068944862,23,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
32.0,4.8,2.0,1.0,19.0,20.253048125430865,23,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
23.0,4.5,0.0,1.0,27.0,12.29288517786057,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
36.0,5.0,1.0,1.0,20.0,4.663411524934686,23,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0
38.0,4.6,0.0,0.0,38.0,13.99053654411986,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
27.0,5.0,0.0,1.0,31.0,9.121796528794675,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32.0,4.9,1.0,1.0,23.0,8.92764351264051,22,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
25.0,4.8,2.0,0.0,21.0,11.916705005077912,18,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0
31.0,4.7,1.0,1.0,15.0,6.175848827389753,15,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
26.0,4.9,1.0,1.0,14.0,1.5581369822074376,9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20.0,4.6,2.0,1.0,17.0,11.00773476374462,19,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
37.0,4.6,1.0,1.0,24.0,1.5322531674038395,8,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
20.0,4.9,2.0,1.0,29.0,7.601066543768449,20,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
26.0,4.5,0.0,1.0,19.0,6.08088296759392,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
34.0,4.7,0.0,1.0,52.0,17.29786575291325,21,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
33.0,4.7,1.0,0.0,28.0,16.834090663220277,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0
39.0,4.1,2.0,1.0,34.0,1.5368285452421355,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
39.0,4.6,0.0,1.0,33.0,6.105232687155107,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
23.0,4.7,2.0,1.0,25.0,9.056672984546305,17,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
33.0,4.0,0.0,1.0,34.0,7.724074530277163,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
28.0,4.8,2.0,1.0,31.0,13.989147573067978,22,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
39.0,4.8,0.0,0.0,29.0,10.428262034058,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,4.8,1.0,1.0,29.0,8.93629742495783,21,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
38.0,5.0,0.0,1.0,41.0,13.971216616782916,19,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
22.0,4.7,1.0,0.0,10.0,1.526398191491816,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
39.0,4.9,2.0,1.0,28.0,13.61087757567187,19,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
27.0,4.9,0.0,1.0,20.0,7.601066543768449,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
32.0,4.7,1.0,0.0,18.0,6.08094902595068,15,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
30.0,4.5,0.0,1.0,28.0,7.562478890452358,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,4.8,0.0,1.0,10.0,8.937860881830986,23,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0
23.0,4.6,0.0,0.0,15.0,10.72503463788064,23,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
37.0,4.9,1.0,1.0,27.0,13.971968544834713,22,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
35.0,4.7,1.0,1.0,26.0,19.618645096414483,18,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
26.0,4.9,2.0,0.0,10.0,9.074684164326705,23,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
23.0,4.8,0.0,0.0,14.0,3.145067434621583,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38.0,4.8,1.0,1.0,15.0,7.76260023979046,18,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
21.0,5.0,0.0,0.0,22.0,12.58026782240096,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20.0,4.6,0.0,1.0,23.0,19.97664402115328,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
29.0,4.7,1.0,1.0,19.0,12.46406630979387,22,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
23.0,4.9,0.0,1.0,26.0,6.2323731292832845,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37.0,4.6,2.0,1.0,22.0,10.58659526806034,20,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
30.0,4.2,0.0,3.0,53.0,10.641925519430906,20,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
20.0,4.9,0.0,1.0,27.0,13.583332471810742,19,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37.0,5.0,1.0,0.0,31.0,6.232179267965744,13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23.0,4.8,1.0,1.0,25.0,20.182728114833115,18,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
26.0,5.0,1.0,1.0,36.0,16.853347148215562,18,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
39.0,4.5,2.0,0.0,22.0,4.464846077192108,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
36.0,5.0,0.0,0.0,22.0,13.76209710329822,22,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38.0,4.6,2.0,1.0,17.0,13.973760919163851,19,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
26.0,4.6,1.0,1.0,15.0,13.829131656291406,23,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0
31.0,4.3,1.0,1.0,33.0,9.314908769970772,19,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
26.0,4.8,2.0,0.0,13.0,4.656811824870968,23,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
22.0,4.6,1.0,1.0,26.0,12.293541924925233,21,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
25.0,4.6,1.0,0.0,10.0,9.17556515700711,22,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
22.0,4.8,2.0,1.0,29.0,16.634890709262812,18,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0
36.0,5.0,0.0,1.0,30.0,7.683355299930858,17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
30.0,4.9,1.0,1.0,25.0,9.075352487619298,18,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
23.0,4.8,1.0,0.0,19.0,13.762754362295912,22,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
22.0,5.0,2.0,1.0,14.0,9.178605957041263,22,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0
31.0,4.8,2.0,1.0,18.0,13.58326769906584,23,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
39.0,4.6,1.0,1.0,19.0,9.177683834696076,19,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0
21.0,4.8,0.0,0.0,15.0,9.313300003113463,23,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
22.0,4.8,1.0,0.0,15.0,3.0734537599374083,11,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
20.0,5.0,2.0,1.0,29.0,12.29356968829498,20,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31.0,4.2,1.0,1.0,33.0,4.6104717430467055,20,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
22.0,5.0,1.0,1.0,16.0,10.880364286277024,20,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
36.0,4.8,1.0,0.0,26.0,3.109134414331144,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.0,4.4,0.0,1.0,44.0,17.09799694004491,22,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
36.0,5.0,0.0,1.0,49.0,13.611283046203784,20,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
35.0,5.0,1.0,1.0,17.0,4.663544352411342,22,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
21.0,4.6,0.0,1.0,10.0,3.02508632954622,10,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23.0,4.8,1.0,0.0,18.0,9.177855596427849,21,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
25.0,4.9,2.0,0.0,17.0,4.610073053799367,18,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
36.0,5.0,1.0,1.0,28.0,6.081108484515621,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
34.0,4.9,2.0,1.0,18.0,3.109125335839928,11,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
32.0,4.4,0.0,2.0,41.0,10.587773645835735,22,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
35.0,4.8,2.0,1.0,29.0,13.970007989573654,22,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0
32.0,4.9,0.0,1.0,28.0,9.193021332844006,19,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
31.0,4.8,2.0,1.0,15.0,7.790401204068435,23,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
34.0,4.6,1.0,1.0,30.0,9.220418694557548,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,4.1,2.0,1.0,35.0,12.436148456121176,20,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
37.0,4.6,0.0,1.0,22.0,19.361976407426454,22,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
39.0,4.9,2.0,1.0,25.0,14.15280068944862,22,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
32.0,3.5,0.0,1.0,31.0,10.756383853403502,22,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21.0,4.7,1.0,1.0,11.0,4.663419307399412,19,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
29.0,4.7,0.0,1.0,32.0,17.077471212874364,18,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
23.0,4.7,0.0,0.0,25.0,14.022295961634216,18,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
24.0,4.7,0.0,1.0,27.0,17.07651409817472,20,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
20.0,4.7,1.0,1.0,26.0,16.821912713961073,17,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
26.0,4.9,2.0,1.0,26.0,6.081596950436747,16,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
31.0,5.0,0.0,1.0,20.0,16.601197594952083,22,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
34.0,3.5,1.0,1.0,41.0,16.659903789496603,19,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
37.0,4.6,0.0,0.0,39.0,17.09765154986503,19,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
33.0,5.0,0.0,1.0,29.0,4.47034673425613,20,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
27.0,4.8,0.0,1.0,28.0,10.427208660422878,21,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
20.0,4.9,2.0,0.0,11.0,19.883974328360555,22,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0
22.0,4.8,1.0,1.0,24.0,8.938588654178862,17,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
28.0,4.6,1.0,1.0,29.0,9.05460222816931,20,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
25.0,4.7,0.0,1.0,18.0,16.82795323853624,23,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
26.0,4.6,1.0,1.0,10.0,7.763197145329057,21,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
21.0,4.8,1.0,1.0,25.0,4.717601092054723,18,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0
26.0,4.6,2.0,1.0,23.0,7.862668167410368,20,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
37.0,4.9,0.0,0.0,46.0,4.406256770469206,20,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
